2.289600000000000000e+05,1.353106599999999958e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.296800000000000000e+05,1.639140600000000073e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.304000000000000000e+05,1.908684199999999970e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.311200000000000000e+05,2.158951200000000167e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.318400000000000000e+05,2.387371900000000158e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.325600000000000000e+05,2.591594399999999979e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.332800000000000000e+05,2.769522099999999903e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.340000000000000000e+05,2.919346899999999967e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.347200000000000000e+05,3.039566100000000090e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.354400000000000000e+05,3.129010100000000072e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.361600000000000000e+05,3.186822999999999739e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.368800000000000000e+05,3.212108200000000219e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.376000000000000000e+05,3.204283799999999710e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.383200000000000000e+05,3.164870100000000130e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.390400000000000000e+05,3.093261900000000147e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.397600000000000000e+05,2.990965500000000027e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.404800000000000000e+05,2.858520700000000136e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.412000000000000000e+05,2.697322499999999998e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.419200000000000000e+05,2.509143900000000010e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.426400000000000000e+05,2.295866800000000152e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.433600000000000000e+05,2.059668599999999947e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.440800000000000000e+05,1.802963800000000061e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.448000000000000000e+05,1.528359599999999999e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.455200000000000000e+05,1.238639400000000022e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.462400000000000000e+05,9.367336900000000285e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.469600000000000000e+05,6.256897800000000252e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.476800000000000000e+05,3.086427799999999933e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.484000000000000000e+05,-1.121493099999999944e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.491200000000000000e+05,-3.306639300000000208e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.498400000000000000e+05,-6.464862499999999776e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.505600000000000000e+05,-9.554980500000000848e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.512800000000000000e+05,-1.254579400000000074e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.520000000000000000e+05,-1.540704199999999927e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.527200000000000000e+05,-1.810969000000000120e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.534400000000000000e+05,-2.062620299999999920e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.541600000000000000e+05,-2.293109700000000098e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.548800000000000000e+05,-2.500054300000000007e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.556000000000000000e+05,-2.681316900000000128e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.563200000000000000e+05,-2.835025500000000129e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.570400000000000000e+05,-2.959568900000000141e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.577600000000000000e+05,-3.053661699999999854e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.584800000000000000e+05,-3.116319500000000117e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.592000000000000000e+05,-3.146639400000000170e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.599200000000000000e+05,-3.143610399999999944e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.606400000000000000e+05,-3.108731500000000078e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.613600000000000000e+05,-3.041477100000000017e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.620800000000000000e+05,-2.942839200000000113e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.628000000000000000e+05,-2.813514300000000135e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.635200000000000000e+05,-2.654724600000000004e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.642400000000000000e+05,-2.468172700000000053e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.649600000000000000e+05,-2.255690700000000104e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.656800000000000000e+05,-2.019437199999999863e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.664000000000000000e+05,-1.761838300000000135e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.671200000000000000e+05,-1.485541599999999976e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.678400000000000000e+05,-1.193395799999999972e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.685600000000000000e+05,-8.884231299999999915e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.692800000000000000e+05,-5.737806100000000277e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.700000000000000000e+05,-2.527296799999999895e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.707200000000000000e+05,7.139623999999999797e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.714400000000000000e+05,3.952343700000000327e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.721600000000000000e+05,7.154244500000000312e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.728800000000000000e+05,1.028644000000000086e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.736000000000000000e+05,1.331644000000000057e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.743200000000000000e+05,1.621285299999999929e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.750400000000000000e+05,1.894570900000000155e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.757600000000000000e+05,2.148678899999999919e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.764800000000000000e+05,2.381009400000000040e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.772000000000000000e+05,2.589173800000000095e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.779200000000000000e+05,2.771036600000000016e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.786400000000000000e+05,2.924760100000000154e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.793600000000000000e+05,3.048799899999999827e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.800800000000000000e+05,3.141951600000000150e-02,0.000000000000000000e+00,0.000000000000000000e+00
